"campaignid","sample","family","genus","species","length","min.length","max.length","fb.length_max","reason","difference","percent.of.fb.max"
"2019-08_Ningaloo_stereo-BRUVs","10.03","Lethrinidae","Lethrinus","ravus",272.4455,45,255,300,"too big",17.4455,90.8151666666667
"2019-08_Ningaloo_stereo-BRUVs","10.03","Lethrinidae","Lethrinus","ravus",290.75339,45,255,300,"too big",35.75339,96.9177966666667
"2019-08_Ningaloo_stereo-BRUVs","10.04","Triakidae","Hemitriakis","falcata",689.68289,120,680,800,"too big",9.68289000000004,86.21036125
"2019-08_Ningaloo_stereo-BRUVs","10.09","Sparidae","Dentex","carpenteri",188.16794,32.85,186.15,219,"too big",2.01793999999998,85.9214337899543
"2019-08_Ningaloo_stereo-BRUVs","10.09","Sparidae","Dentex","carpenteri",189.21375,32.85,186.15,219,"too big",3.06375,86.3989726027397
"2019-08_Ningaloo_stereo-BRUVs","10.09","Sparidae","Dentex","carpenteri",203.47857,32.85,186.15,219,"too big",17.32857,92.9125890410959
"2019-08_Ningaloo_stereo-BRUVs","10.09","Sparidae","Dentex","carpenteri",201.70306,32.85,186.15,219,"too big",15.55306,92.1018538812785
"2019-08_Ningaloo_stereo-BRUVs","10.09","Sparidae","Dentex","carpenteri",204.92959,32.85,186.15,219,"too big",18.77959,93.5751552511416
"2019-08_Ningaloo_stereo-BRUVs","10.11","Sparidae","Dentex","carpenteri",187.81416,32.85,186.15,219,"too big",1.66415999999998,85.7598904109589
"2019-08_Ningaloo_stereo-BRUVs","10.12","Sparidae","Dentex","carpenteri",197.84975,32.85,186.15,219,"too big",11.69975,90.3423515981735
"2019-08_Ningaloo_stereo-BRUVs","10.13","Lutjanidae","Aphareus","furca",651.7349,105,595,700,"too big",56.7349,93.1049857142857
"2019-08_Ningaloo_stereo-BRUVs","10.13","Lethrinidae","Lethrinus","ravus",296.44553,45,255,300,"too big",41.44553,98.8151766666667
"2019-08_Ningaloo_stereo-BRUVs","10.15","Carangidae","Carangoides","caeruleopinnatus",410.46507,61.5,348.5,410,"too big",61.96507,100.113431707317
"2019-08_Ningaloo_stereo-BRUVs","10.15","Labridae","Bodianus","solatus",311.01089,52.5,297.5,350,"too big",13.51089,88.8602542857143
"2019-08_Ningaloo_stereo-BRUVs","11.01","Lethrinidae","Lethrinus","ravus",265.12764,45,255,300,"too big",10.12764,88.37588
"2019-08_Ningaloo_stereo-BRUVs","12.02","Carangidae","Carangoides","caeruleopinnatus",348.58207,61.5,348.5,410,"too big",0.0820699999999874,85.0200170731707
"2019-08_Ningaloo_stereo-BRUVs","12.02","Triakidae","Hemitriakis","falcata",708.38499,120,680,800,"too big",28.38499,88.54812375
"2019-08_Ningaloo_stereo-BRUVs","12.03","Echeneidae","Echeneis","naucrates",125.19046,165,935,1100,"too small",39.80954,11.3809509090909
"2019-08_Ningaloo_stereo-BRUVs","13.05","Lethrinidae","Gymnocranius","euanus",436.2232,67.5,382.5,450,"too big",53.7232,96.9384888888889
"2019-08_Ningaloo_stereo-BRUVs","13.05","Labridae","Suezichthys","cyanolaemus",102.84029,14.55,82.45,97,"too big",20.39029,106.020917525773
"2019-08_Ningaloo_stereo-BRUVs","13.08","Carangidae","Carangoides","caeruleopinnatus",374.26589,61.5,348.5,410,"too big",25.76589,91.2843634146342
"2019-08_Ningaloo_stereo-BRUVs","14.02","Lethrinidae","Gymnocranius","griseus",314.73915,52.5,297.5,350,"too big",17.23915,89.9254714285714
"2019-08_Ningaloo_stereo-BRUVs","14.02","Labridae","Bodianus","solatus",321.72684,52.5,297.5,350,"too big",24.22684,91.9219542857143
"2019-08_Ningaloo_stereo-BRUVs","14.12","Lethrinidae","Lethrinus","ravus",268.69379,45,255,300,"too big",13.69379,89.5645966666667
"2019-08_Ningaloo_stereo-BRUVs","14.12","Lethrinidae","Lethrinus","ravus",262.46361,45,255,300,"too big",7.46361000000002,87.48787
"2019-08_Ningaloo_stereo-BRUVs","14.13","Labridae","Bodianus","solatus",307.32276,52.5,297.5,350,"too big",9.82276000000002,87.8065028571429
"2019-08_Ningaloo_stereo-BRUVs","15.02","Lethrinidae","Gymnocranius","griseus",307.41003,52.5,297.5,350,"too big",9.91003000000001,87.8314371428572
"2019-08_Ningaloo_stereo-BRUVs","15.12","Echeneidae","Echeneis","naucrates",124.94642,165,935,1100,"too small",40.05358,11.3587654545455
"2019-08_Ningaloo_stereo-BRUVs","16.05","Labridae","Bodianus","solatus",305.78955,52.5,297.5,350,"too big",8.28955000000002,87.3684428571429
"2019-08_Ningaloo_stereo-BRUVs","17.08","Lethrinidae","Gymnocranius","griseus",309.98858,52.5,297.5,350,"too big",12.48858,88.5681657142857
"2019-08_Ningaloo_stereo-BRUVs","18.08","Echeneidae","Echeneis","naucrates",113.83486,165,935,1100,"too small",51.16514,10.3486236363636
"2019-08_Ningaloo_stereo-BRUVs","19.01","Echeneidae","Echeneis","naucrates",160.33606,165,935,1100,"too small",4.66394,14.5760054545455
"2019-08_Ningaloo_stereo-BRUVs","19.03","Echeneidae","Echeneis","naucrates",131.82115,165,935,1100,"too small",33.17885,11.9837409090909
"2019-08_Ningaloo_stereo-BRUVs","19.03","Lethrinidae","Lethrinus","punctulatus",444.34596,78,442,520,"too big",2.34595999999999,85.4511461538462
"2019-08_Ningaloo_stereo-BRUVs","23.01","Tetraodontidae","Lagocephalus","lunaris",414.36806,67.5,382.5,450,"too big",31.86806,92.0817911111111
"2019-08_Ningaloo_stereo-BRUVs","23.02","Tetraodontidae","Lagocephalus","lunaris",428.98753,67.5,382.5,450,"too big",46.48753,95.3305622222222
"2019-08_Ningaloo_stereo-BRUVs","23.06","Tetraodontidae","Lagocephalus","lunaris",425.35931,67.5,382.5,450,"too big",42.85931,94.5242911111111
"2019-08_Ningaloo_stereo-BRUVs","23.06","Tetraodontidae","Lagocephalus","lunaris",400.81467,67.5,382.5,450,"too big",18.31467,89.0699266666667
"2019-08_Ningaloo_stereo-BRUVs","3.01","Monacanthidae","Eubalichthys","caeruleoguttatus",357.25202,57,323,380,"too big",34.25202,94.0136894736842
"2019-08_Ningaloo_stereo-BRUVs","3.01","Triakidae","Hemitriakis","falcata",729.55155,120,680,800,"too big",49.55155,91.19394375
"2019-08_Ningaloo_stereo-BRUVs","3.01","Triakidae","Mustelus","ravidus",665.06931,102.45,580.55,683,"too big",84.51931,97.3747159590044
"2019-08_Ningaloo_stereo-BRUVs","30.03","Lethrinidae","Lethrinus","ravus",255.51218,45,255,300,"too big",0.512180000000001,85.1707266666667
"2019-08_Ningaloo_stereo-BRUVs","30.04","Lethrinidae","Lethrinus","punctulatus",487.10221,78,442,520,"too big",45.10221,93.6735019230769
"2019-08_Ningaloo_stereo-BRUVs","30.04","Lethrinidae","Lethrinus","punctulatus",517.77439,78,442,520,"too big",75.77439,99.5719980769231
"2019-08_Ningaloo_stereo-BRUVs","30.05","Lethrinidae","Lethrinus","ravus",260.24137,45,255,300,"too big",5.24137000000002,86.7471233333333
"2019-08_Ningaloo_stereo-BRUVs","30.05","Lethrinidae","Lethrinus","ravus",267.10064,45,255,300,"too big",12.10064,89.0335466666667
"2019-08_Ningaloo_stereo-BRUVs","30.05","Lethrinidae","Lethrinus","ravus",285.95423,45,255,300,"too big",30.95423,95.3180766666667
"2019-08_Ningaloo_stereo-BRUVs","30.05","Carangidae","Carangoides","chrysophrys",617.42985,108,612,720,"too big",5.42984999999999,85.7541458333333
"2019-08_Ningaloo_stereo-BRUVs","31.01","Lethrinidae","Lethrinus","ravus",283.21585,45,255,300,"too big",28.21585,94.4052833333333
"2019-08_Ningaloo_stereo-BRUVs","31.01","Lethrinidae","Lethrinus","ravus",275.68369,45,255,300,"too big",20.68369,91.8945633333333
"2019-08_Ningaloo_stereo-BRUVs","31.02","Triakidae","Mustelus","ravidus",593.57149,102.45,580.55,683,"too big",13.0214900000001,86.906513909224
"2019-08_Ningaloo_stereo-BRUVs","31.03","Tetraodontidae","Lagocephalus","lunaris",426.09441,67.5,382.5,450,"too big",43.59441,94.6876466666667
"2019-08_Ningaloo_stereo-BRUVs","31.03","Tetraodontidae","Lagocephalus","lunaris",409.55276,67.5,382.5,450,"too big",27.05276,91.0117244444444
"2019-08_Ningaloo_stereo-BRUVs","31.03","Labridae","Bodianus","solatus",298.53413,52.5,297.5,350,"too big",1.03413,85.2954657142857
"2019-08_Ningaloo_stereo-BRUVs","31.04","Chaetodontidae","Chaetodon","assarius",136.9945,24,136,160,"too big",0.994499999999988,85.6215625
"2019-08_Ningaloo_stereo-BRUVs","31.04","Labridae","Bodianus","solatus",315.87536,52.5,297.5,350,"too big",18.37536,90.2501028571428
"2019-08_Ningaloo_stereo-BRUVs","31.04","Lethrinidae","Lethrinus","ravus",278.78202,45,255,300,"too big",23.78202,92.92734
"2019-08_Ningaloo_stereo-BRUVs","31.04","Lethrinidae","Lethrinus","ravus",274.10901,45,255,300,"too big",19.10901,91.36967
"2019-08_Ningaloo_stereo-BRUVs","31.04","Lethrinidae","Lethrinus","ravus",259.82096,45,255,300,"too big",4.82096000000001,86.6069866666667
"2019-08_Ningaloo_stereo-BRUVs","31.05","Triakidae","Hemitriakis","falcata",790.47605,120,680,800,"too big",110.47605,98.80950625
"2019-08_Ningaloo_stereo-BRUVs","31.06","Serranidae","Cephalopholis","spiloparaea",281.4666,45,255,300,"too big",26.4666,93.8222
"2019-08_Ningaloo_stereo-BRUVs","4.01","Triakidae","Hemitriakis","falcata",755.26577,120,680,800,"too big",75.26577,94.40822125
"2019-08_Ningaloo_stereo-BRUVs","4.08","Carangidae","Carangoides","caeruleopinnatus",360.4688,61.5,348.5,410,"too big",11.9688,87.9192195121951
"2019-08_Ningaloo_stereo-BRUVs","5.07","Balistidae","Abalistes","filamentosus",417.82981,67.5,382.5,450,"too big",35.32981,92.8510688888889
"2019-08_Ningaloo_stereo-BRUVs","6.01","Labridae","Bodianus","solatus",346.69268,52.5,297.5,350,"too big",49.19268,99.0550514285714
"2019-08_Ningaloo_stereo-BRUVs","6.01","Labridae","Bodianus","solatus",336.64345,52.5,297.5,350,"too big",39.14345,96.1838428571428
"2019-08_Ningaloo_stereo-BRUVs","6.03","Labridae","Bodianus","solatus",307.15425,52.5,297.5,350,"too big",9.65424999999999,87.7583571428571
"2019-08_Ningaloo_stereo-BRUVs","6.03","Balistidae","Xanthichthys","lineopunctatus",269.98705,45,255,300,"too big",14.98705,89.9956833333333
"2019-08_Ningaloo_stereo-BRUVs","6.05","Lethrinidae","Gymnocranius","euanus",418.61222,67.5,382.5,450,"too big",36.11222,93.0249377777778
"2019-08_Ningaloo_stereo-BRUVs","6.05","Lethrinidae","Gymnocranius","griseus",313.80524,52.5,297.5,350,"too big",16.30524,89.65864
"2019-08_Ningaloo_stereo-BRUVs","7.03","Lethrinidae","Gymnocranius","euanus",391.53989,67.5,382.5,450,"too big",9.03989000000001,87.0088644444444
"2019-08_Ningaloo_stereo-BRUVs","7.05","Synodontidae","Saurida","undosquamis",439.28565,75,425,500,"too big",14.28565,87.85713
"2019-08_Ningaloo_stereo-BRUVs","8.01","Lethrinidae","Gymnocranius","euanus",402.41312,67.5,382.5,450,"too big",19.91312,89.4251377777778
"2019-08_Ningaloo_stereo-BRUVs","8.02","Lethrinidae","Lethrinus","ravus",268.03055,45,255,300,"too big",13.03055,89.3435166666667
"2019-08_Ningaloo_stereo-BRUVs","8.02","Lethrinidae","Lethrinus","ravus",258.9761,45,255,300,"too big",3.97609999999997,86.3253666666667
"2019-08_Ningaloo_stereo-BRUVs","8.02","Lethrinidae","Lethrinus","ravus",288.93213,45,255,300,"too big",33.93213,96.31071
"2019-08_Ningaloo_stereo-BRUVs","8.02","Lethrinidae","Lethrinus","ravus",286.15881,45,255,300,"too big",31.15881,95.38627
"2019-08_Ningaloo_stereo-BRUVs","8.02","Lethrinidae","Lethrinus","ravus",279.50784,45,255,300,"too big",24.50784,93.16928
"2019-08_Ningaloo_stereo-BRUVs","8.02","Lethrinidae","Lethrinus","ravus",268.96449,45,255,300,"too big",13.96449,89.65483
"2019-08_Ningaloo_stereo-BRUVs","8.02","Lethrinidae","Lethrinus","ravus",268.29824,45,255,300,"too big",13.29824,89.4327466666667
"2019-08_Ningaloo_stereo-BRUVs","8.02","Labridae","Bodianus","solatus",309.31189,52.5,297.5,350,"too big",11.81189,88.3748257142857
"2019-08_Ningaloo_stereo-BRUVs","8.07","Lethrinidae","Lethrinus","punctulatus",472.67868,78,442,520,"too big",30.67868,90.8997461538462
"2019-08_Ningaloo_stereo-BRUVs","8.07","Triakidae","Hemitriakis","falcata",728.55043,120,680,800,"too big",48.55043,91.06880375
"2019-08_Ningaloo_stereo-BRUVs","8.12","Lethrinidae","Lethrinus","ravus",266.15523,45,255,300,"too big",11.15523,88.71841
"2019-08_Ningaloo_stereo-BRUVs","8.12","Lethrinidae","Lethrinus","ravus",261.05817,45,255,300,"too big",6.05817000000002,87.01939
"2019-08_Ningaloo_stereo-BRUVs","9.08","Sparidae","Dentex","carpenteri",190.99069,32.85,186.15,219,"too big",4.84069,87.2103607305936
"2019-08_Ningaloo_stereo-BRUVs","9.08","Sparidae","Dentex","carpenteri",197.01003,32.85,186.15,219,"too big",10.86003,89.9589178082192
"2019-08_Ningaloo_stereo-BRUVs","9.08","Sparidae","Dentex","carpenteri",191.14578,32.85,186.15,219,"too big",4.99578,87.2811780821918
"2019-08_Ningaloo_stereo-BRUVs","9.08","Sparidae","Dentex","carpenteri",207.13395,32.85,186.15,219,"too big",20.98395,94.5817123287671
"2019-08_Ningaloo_stereo-BRUVs","9.08","Sparidae","Dentex","carpenteri",189.8489,32.85,186.15,219,"too big",3.69889999999998,86.68899543379
"2019-08_Ningaloo_stereo-BRUVs","9.08","Sparidae","Dentex","carpenteri",194.87667,32.85,186.15,219,"too big",8.72666999999998,88.9847808219178
"2019-08_Ningaloo_stereo-BRUVs","9.08","Sparidae","Dentex","carpenteri",198.94456,32.85,186.15,219,"too big",12.79456,90.8422648401827
"2019-08_Ningaloo_stereo-BRUVs","9.08","Sparidae","Dentex","carpenteri",194.55577,32.85,186.15,219,"too big",8.40576999999999,88.8382511415525
"2019-08_Ningaloo_stereo-BRUVs","9.08","Sparidae","Dentex","carpenteri",191.23486,32.85,186.15,219,"too big",5.08485999999999,87.3218538812785
"2022-05_PtCloates_stereo-BRUVS","12","Labridae","Suezichthys","cyanolaemus",90.9945,14.55,82.45,97,"too big",8.5445,93.8087628865979
"2022-05_PtCloates_stereo-BRUVS","12","Lethrinidae","Gymnocranius","euanus",404.3352,67.5,382.5,450,"too big",21.8352,89.8522666666667
"2022-05_PtCloates_stereo-BRUVS","16","Carangidae","Carangoides","fulvoguttatus",1189.53236,180,1020,1200,"too big",169.53236,99.1276966666667
"2022-05_PtCloates_stereo-BRUVS","16","Carangidae","Carangoides","fulvoguttatus",1160.91765,180,1020,1200,"too big",140.91765,96.7431375
"2022-05_PtCloates_stereo-BRUVS","17","Lethrinidae","Gymnocranius","euanus",442.38992,67.5,382.5,450,"too big",59.88992,98.3088711111111
"2022-05_PtCloates_stereo-BRUVS","17","Mullidae","Upeneus","moluccensis",31.8156,33,187,220,"too small",1.1844,14.4616363636364
"2022-05_PtCloates_stereo-BRUVS","20","Lethrinidae","Gymnocranius","euanus",447.33911,67.5,382.5,450,"too big",64.83911,99.4086911111111
"2022-05_PtCloates_stereo-BRUVS","22","Labridae","Bodianus","solatus",536.27926,52.5,297.5,350,"too big",238.77926,153.222645714286
"2022-05_PtCloates_stereo-BRUVS","22","Lethrinidae","Lethrinus","ravus",301.9987,45,255,300,"too big",46.9987,100.666233333333
"2022-05_PtCloates_stereo-BRUVS","22","Lethrinidae","Lethrinus","ravus",268.60029,45,255,300,"too big",13.60029,89.53343
"2022-05_PtCloates_stereo-BRUVS","22","Lethrinidae","Lethrinus","ravus",290.7202,45,255,300,"too big",35.7202,96.9067333333333
"2022-05_PtCloates_stereo-BRUVS","22","Lethrinidae","Lethrinus","ravus",277.66675,45,255,300,"too big",22.66675,92.5555833333333
"2022-05_PtCloates_stereo-BRUVS","22","Lethrinidae","Lethrinus","ravus",277.82377,45,255,300,"too big",22.82377,92.6079233333333
"2022-05_PtCloates_stereo-BRUVS","22","Lethrinidae","Lethrinus","ravus",299.67726,45,255,300,"too big",44.67726,99.89242
"2022-05_PtCloates_stereo-BRUVS","22","Lethrinidae","Lethrinus","ravus",263.11188,45,255,300,"too big",8.11187999999999,87.70396
"2022-05_PtCloates_stereo-BRUVS","24","Echeneidae","Echeneis","naucrates",130.79503,165,935,1100,"too small",34.20497,11.8904572727273
"2022-05_PtCloates_stereo-BRUVS","24","Nemipteridae","Pentapodus","nagasakiensis",410.84191,30,170,200,"too big",240.84191,205.420955
"2022-05_PtCloates_stereo-BRUVS","24","Nemipteridae","Pentapodus","nagasakiensis",454.14149,30,170,200,"too big",284.14149,227.070745
"2022-05_PtCloates_stereo-BRUVS","25","Lethrinidae","Lethrinus","ravus",284.97785,45,255,300,"too big",29.97785,94.9926166666667
"2022-05_PtCloates_stereo-BRUVS","25","Lethrinidae","Lethrinus","ravus",267.58074,45,255,300,"too big",12.58074,89.19358
"2022-05_PtCloates_stereo-BRUVS","25","Labridae","Bodianus","solatus",300.10676,52.5,297.5,350,"too big",2.60676000000001,85.7447885714286
"2022-05_PtCloates_stereo-BRUVS","27","Balistidae","Sufflamen","fraenatum",574.3959,57,323,380,"too big",251.3959,151.156815789474
"2022-05_PtCloates_stereo-BRUVS","28","Lethrinidae","Gymnocranius","euanus",398.59807,67.5,382.5,450,"too big",16.09807,88.5773488888889
"2022-05_PtCloates_stereo-BRUVS","29","Lethrinidae","Gymnocranius","euanus",422.4168,67.5,382.5,450,"too big",39.9168,93.8704
"2022-05_PtCloates_stereo-BRUVS","29","Lethrinidae","Lethrinus","ravus",286.72004,45,255,300,"too big",31.72004,95.5733466666667
"2022-05_PtCloates_stereo-BRUVS","29","Pomacanthidae","Pomacanthus","semicirculatus",588.41644,60,340,400,"too big",248.41644,147.10411
"2022-05_PtCloates_stereo-BRUVS","29","Pomacanthidae","Pomacanthus","semicirculatus",406.15234,60,340,400,"too big",66.15234,101.538085
"2022-05_PtCloates_stereo-BRUVS","3","Lethrinidae","Gymnocranius","euanus",478.28103,67.5,382.5,450,"too big",95.78103,106.284673333333
"2022-05_PtCloates_stereo-BRUVS","3","Lethrinidae","Gymnocranius","euanus",386.20741,67.5,382.5,450,"too big",3.70740999999998,85.8238688888889
"2022-05_PtCloates_stereo-BRUVS","30","Balistidae","Xanthichthys","lineopunctatus",297.14762,45,255,300,"too big",42.14762,99.0492066666667
"2022-05_PtCloates_stereo-BRUVS","30","Labridae","Suezichthys","cyanolaemus",99.40023,14.55,82.45,97,"too big",16.95023,102.474463917526
"2022-05_PtCloates_stereo-BRUVS","32","Lethrinidae","Gymnocranius","euanus",481.80199,67.5,382.5,450,"too big",99.30199,107.067108888889
"2022-05_PtCloates_stereo-BRUVS","33","Lethrinidae","Gymnocranius","euanus",455.42751,67.5,382.5,450,"too big",72.92751,101.206113333333
"2022-05_PtCloates_stereo-BRUVS","37","Lethrinidae","Lethrinus","ravus",304.64916,45,255,300,"too big",49.64916,101.54972
"2022-05_PtCloates_stereo-BRUVS","37","Lethrinidae","Lethrinus","ravus",305.12709,45,255,300,"too big",50.12709,101.70903
"2022-05_PtCloates_stereo-BRUVS","37","Lethrinidae","Lethrinus","ravus",280.29712,45,255,300,"too big",25.29712,93.4323733333333
"2022-05_PtCloates_stereo-BRUVS","39","Lethrinidae","Lethrinus","ravus",286.1238,45,255,300,"too big",31.1238,95.3746
"2022-05_PtCloates_stereo-BRUVS","39","Lethrinidae","Lethrinus","ravus",282.10228,45,255,300,"too big",27.10228,94.0340933333333
"2022-05_PtCloates_stereo-BRUVS","39","Balistidae","Sufflamen","fraenatum",324.31461,57,323,380,"too big",1.31461000000002,85.34595
"2022-05_PtCloates_stereo-BRUVS","39","Balistidae","Sufflamen","fraenatum",328.8999,57,323,380,"too big",5.8999,86.5526052631579
"2022-05_PtCloates_stereo-BRUVS","39","Labridae","Diproctacanthus","xanthurus",91.31723,15,85,100,"too big",6.31723,91.31723
"2022-05_PtCloates_stereo-BRUVS","40","Labridae","Suezichthys","cyanolaemus",88.07161,14.55,82.45,97,"too big",5.62161,90.7954742268041
"2022-05_PtCloates_stereo-BRUVS","41","Echeneidae","Echeneis","naucrates",141.68877,165,935,1100,"too small",23.31123,12.8807972727273
"2022-05_PtCloates_stereo-BRUVS","41","Lethrinidae","Gymnocranius","euanus",434.9458,67.5,382.5,450,"too big",52.4458,96.6546222222222
"2022-05_PtCloates_stereo-BRUVS","43","Labridae","Bodianus","solatus",389.23654,52.5,297.5,350,"too big",91.73654,111.21044
"2022-05_PtCloates_stereo-BRUVS","43","Labridae","Bodianus","solatus",330.93288,52.5,297.5,350,"too big",33.43288,94.5522514285714
"2022-05_PtCloates_stereo-BRUVS","44","Echeneidae","Echeneis","naucrates",133.69953,165,935,1100,"too small",31.30047,12.1545027272727
"2022-05_PtCloates_stereo-BRUVS","46","Pomacanthidae","Pomacanthus","semicirculatus",422.81596,60,340,400,"too big",82.81596,105.70399
"2022-05_PtCloates_stereo-BRUVS","46","Serranidae","Epinephelus","coioides",1268.40711,180,1020,1200,"too big",248.40711,105.7005925
"2022-05_PtCloates_stereo-BRUVS","48","Lethrinidae","Lethrinus","ravus",259.206,45,255,300,"too big",4.20600000000002,86.402
"2022-05_PtCloates_stereo-BRUVS","48","Lethrinidae","Lethrinus","ravus",289.05294,45,255,300,"too big",34.05294,96.35098
"2022-05_PtCloates_stereo-BRUVS","48","Lethrinidae","Lethrinus","ravus",255.18078,45,255,300,"too big",0.180779999999999,85.06026
"2022-05_PtCloates_stereo-BRUVS","48","Lethrinidae","Gymnocranius","euanus",436.29558,67.5,382.5,450,"too big",53.79558,96.9545733333333
"2022-05_PtCloates_stereo-BRUVS","48","Labridae","Bodianus","solatus",406.61111,52.5,297.5,350,"too big",109.11111,116.174602857143
"2022-05_PtCloates_stereo-BRUVS","50","Labridae","Suezichthys","cyanolaemus",100.13914,14.55,82.45,97,"too big",17.68914,103.236226804124
"2022-05_PtCloates_stereo-BRUVS","50","Echeneidae","Echeneis","naucrates",159.88939,165,935,1100,"too small",5.11061000000001,14.5353990909091
"2022-05_PtCloates_stereo-BRUVS","50","Lethrinidae","Lethrinus","ravus",288.08214,45,255,300,"too big",33.08214,96.02738
"2022-05_PtCloates_stereo-BRUVS","50","Lethrinidae","Lethrinus","ravus",277.34129,45,255,300,"too big",22.34129,92.4470966666667
"2022-05_PtCloates_stereo-BRUVS","51","Acanthuridae","Naso","hexacanthus",651.09396,112.5,637.5,750,"too big",13.59396,86.812528
"2022-05_PtCloates_stereo-BRUVS","52","Lethrinidae","Lethrinus","ravus",286.05247,45,255,300,"too big",31.05247,95.3508233333334
"2022-05_PtCloates_stereo-BRUVS","52","Labridae","Bodianus","solatus",309.78109,52.5,297.5,350,"too big",12.28109,88.5088828571429
"2022-05_PtCloates_stereo-BRUVS","52","Labridae","Bodianus","solatus",419.50918,52.5,297.5,350,"too big",122.00918,119.859765714286
"2022-05_PtCloates_stereo-BRUVS","54","Lethrinidae","Gymnocranius","euanus",486.08556,67.5,382.5,450,"too big",103.58556,108.019013333333
"2022-05_PtCloates_stereo-BRUVS","56","Lethrinidae","Gymnocranius","euanus",445.9192,67.5,382.5,450,"too big",63.4192,99.0931555555556
"2022-05_PtCloates_stereo-BRUVS","56","Echeneidae","Echeneis","naucrates",145.51689,165,935,1100,"too small",19.48311,13.2288081818182
"2022-05_PtCloates_stereo-BRUVS","57","Lethrinidae","Lethrinus","ravus",297.80358,45,255,300,"too big",42.80358,99.26786
"2022-05_PtCloates_stereo-BRUVS","58","Balistidae","Abalistes","filamentosus",405.99024,67.5,382.5,450,"too big",23.49024,90.2200533333333
"2022-05_PtCloates_stereo-BRUVS","58","Labridae","Bodianus","solatus",311.14689,52.5,297.5,350,"too big",13.64689,88.8991114285714
"2022-05_PtCloates_stereo-BRUVS","59","Pinguipedidae","Parapercis","nebulosa",37.17867,37.5,212.5,250,"too small",0.321330000000003,14.871468
"2022-05_PtCloates_stereo-BRUVS","60","Lethrinidae","Lethrinus","ravus",295.69958,45,255,300,"too big",40.69958,98.5665266666667
"2022-05_PtCloates_stereo-BRUVS","60","Labridae","Bodianus","solatus",367.2143,52.5,297.5,350,"too big",69.7143,104.918371428571
"2022-05_PtCloates_stereo-BRUVS","60","Labridae","Bodianus","solatus",441.06787,52.5,297.5,350,"too big",143.56787,126.019391428571
"2022-05_PtCloates_stereo-BRUVS","60","Labridae","Bodianus","solatus",696.47364,52.5,297.5,350,"too big",398.97364,198.992468571429
"2022-05_PtCloates_stereo-BRUVS","60","Serranidae","Epinephelus","multinotatus",889.97329,150,850,1000,"too big",39.97329,88.997329
"2022-05_PtCloates_stereo-BRUVS","62","Lethrinidae","Gymnocranius","euanus",428.62209,67.5,382.5,450,"too big",46.12209,95.2493533333333
"2022-05_PtCloates_stereo-BRUVS","62","Lethrinidae","Lethrinus","miniatus",806.25545,135,765,900,"too big",41.25545,89.5839388888889
"2022-05_PtCloates_stereo-BRUVS","62","Labridae","Bodianus","solatus",380.17134,52.5,297.5,350,"too big",82.67134,108.620382857143
"2022-05_PtCloates_stereo-BRUVS","62","Labridae","Bodianus","solatus",303.06395,52.5,297.5,350,"too big",5.56394999999998,86.5897
"2022-05_PtCloates_stereo-BRUVS","64","Labridae","Suezichthys","cyanolaemus",90.24422,14.55,82.45,97,"too big",7.79422,93.0352783505155
"2022-05_PtCloates_stereo-BRUVS","64","Labridae","Bodianus","solatus",365.09856,52.5,297.5,350,"too big",67.59856,104.313874285714
