"sample","imageptpair","filenameleft","frameleft","filenameright","frameright","period","periodtime","length","precision","rms","range","direction","horzdir","vertdir","midx","midy","midz","family","genus","species","code","number","stage","activity","attribute9","attribute10","campaignid","x","y","z","sx","sy","sz","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length"
"1.02","4","1.02_L369.avi","52066","1.02_R370.avi","52172","1","23.67400",350.85673,"1.86136","1.03686","2134.89692","14.20424","6.52324","5.30692","514.45638","98.80794","-2069.62714","Lethrinidae","Gymnocranius","grandoculis","37351005",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.85016136","113.5252875","12082019","09:35:00","Ningaloo Marine Park",NA,"1","?","Brooke Gibbons","Yes","Yes"
"1.02","5","1.02_L369.avi","63905","1.02_R370.avi","64011","1","31.56667",408.34856,"1.58605","0.15269","1926.36764","10.21822","10.13738","4.63049","338.71786","-45.29630","-1895.81401","Carangidae","Carangoides","chrysophrys","37337011",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.85016136","113.5252875","12082019","09:35:00","Ningaloo Marine Park",NA,"1","?","Brooke Gibbons","Yes","Yes"
"1.02","6","1.02_L369.avi","63934","1.02_R370.avi","64040","1","31.58600",362.28865,"2.00731","2.38778","1896.98773","8.40763","19.59148","10.31988","-234.67494","147.85279","-1876.60056","Carangidae","Carangoides","chrysophrys","37337011",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.85016136","113.5252875","12082019","09:35:00","Ningaloo Marine Park",NA,"1","?","Brooke Gibbons","Yes","Yes"
"1.02","7","1.02_L369.avi","76638","1.02_R370.avi","76744","1","40.05533",201.79458,"8.34969","3.31594","3893.19901","18.02719","19.69666","7.29145","-1203.92749","46.40634","-3702.08098","Sparidae","Argyrops","spinifer","37353006",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.85016136","113.5252875","12082019","09:35:00","Ningaloo Marine Park",NA,"1","?","Brooke Gibbons","Yes","Yes"
"1.02","8","1.02_L369.avi","76659","1.02_R370.avi","76765","1","40.06933",283.4247,"0.93100","5.16070","1640.83250","5.73885","3.38323","9.55021","-151.36626","-63.31337","-1632.60864","Sparidae","Argyrops","spinifer","37353006",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.85016136","113.5252875","12082019","09:35:00","Ningaloo Marine Park",NA,"1","?","Brooke Gibbons","Yes","Yes"
"1.02","10","1.02_L369.avi","76908","1.02_R370.avi","77014","1","40.23533",280.95295,"0.96022","4.42858","1355.79571","3.29805","14.64328","13.86866","-71.53711","-31.08539","-1353.55020","Sparidae","Argyrops","spinifer","37353006",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.85016136","113.5252875","12082019","09:35:00","Ningaloo Marine Park",NA,"1","?","Brooke Gibbons","Yes","Yes"
"1.02","11","1.02_L369.avi","76996","1.02_R370.avi","77102","1","40.29400",303.78851,"0.93198","3.57867","1047.88938","6.74844","29.28593","9.51299","-115.06376","43.85507","-1040.62924","Sparidae","Argyrops","spinifer","37353006",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.85016136","113.5252875","12082019","09:35:00","Ningaloo Marine Park",NA,"1","?","Brooke Gibbons","Yes","Yes"
"1.02","12","1.02_L369.avi","77005","1.02_R370.avi","77111","1","40.30000",281.54962,"2.11373","2.11683","1755.08689","7.89701","25.14866","4.87775","231.54285","67.33950","-1738.44278","Sparidae","Argyrops","spinifer","37353006",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.85016136","113.5252875","12082019","09:35:00","Ningaloo Marine Park",NA,"1","?","Brooke Gibbons","Yes","Yes"
"1.02","13","1.02_L369.avi","77298","1.02_R370.avi","77404","1","40.49533",463.4905,"1.16616","3.66712","1082.30044","2.76639","36.07165","7.91998","-51.72201","7.31016","-1081.03915","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.85016136","113.5252875","12082019","09:35:00","Ningaloo Marine Park",NA,"1","?","Brooke Gibbons","Yes","Yes"
"1.02","14","1.02_L369.avi","77331","1.02_R370.avi","77437","1","40.51733",543.769,"1.55924","4.32475","1711.45622","14.00972","15.37522","13.05814","414.29810","-4.30472","-1660.54839","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.85016136","113.5252875","12082019","09:35:00","Ningaloo Marine Park",NA,"1","?","Brooke Gibbons","Yes","Yes"
"1.02","15","1.02_L369.avi","77466","1.02_R370.avi","77572","1","40.60733",493.37999,"6.89338","11.70468","2644.96922","9.35669","43.60204","10.61022","374.94054","210.56162","-2609.77883","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.85016136","113.5252875","12082019","09:35:00","Ningaloo Marine Park",NA,"1","?","Brooke Gibbons","Yes","Yes"
"1.03","0","1.03_L367.avi","36836","1.03_R368.avi","36022","1","16.65933",463.54905,"1.17062","0.76797","1616.76582","7.16190","9.58369","6.02025","-200.36766","21.96330","-1604.15153","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.84437","113.51304","12082019","09:43:00","Ningaloo Marine Park",NA,"1","?","Charlotte Aston","Yes","Yes"
"1.03","1","1.03_L367.avi","36861","1.03_R368.avi","36047","1","16.67600",409.21426,"1.53170","2.31876","2071.95791","11.70525","0.81934","4.22005","-412.70954","79.79485","-2028.86993","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.84437","113.51304","12082019","09:43:00","Ningaloo Marine Park",NA,"1","?","Charlotte Aston","Yes","Yes"
"1.03","2","1.03_L367.avi","36924","1.03_R368.avi","36110","1","16.71800",481.64403,"2.99487","3.82078","2762.40322","16.47626","2.22296","10.28981","779.73650","76.36718","-2648.97161","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.84437","113.51304","12082019","09:43:00","Ningaloo Marine Park",NA,"1","?","Charlotte Aston","Yes","Yes"
"1.03","3","1.03_L367.avi","37113","1.03_R368.avi","36299","1","16.84400",215.98898,"4.61396","0.52061","2447.95299","14.23300","34.18855","16.09506","-368.29220","476.03083","-2372.81044","Echeneidae","Echeneis","naucrates","37336001",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.84437","113.51304","12082019","09:43:00","Ningaloo Marine Park",NA,"1","?","Charlotte Aston","Yes","Yes"
"1.03","4","1.03_L367.avi","38172","1.03_R368.avi","37358","1","17.55000",597.91033,"3.53120","0.56612","1844.15232","16.05888","46.97758","0.15926","-485.31841","157.18622","-1772.18970","Lutjanidae","Pristipomoides","filamentosus","37346032",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.84437","113.51304","12082019","09:43:00","Ningaloo Marine Park",NA,"1","?","Charlotte Aston","Yes","Yes"
"1.03","6","1.03_L367.avi","40947","1.03_R368.avi","40133","1","19.40000",468.83121,"8.07548","7.61418","2594.66510","20.84946","78.65327","3.06751","-857.98374","341.57601","-2424.76323","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.84437","113.51304","12082019","09:43:00","Ningaloo Marine Park",NA,"1","?","Charlotte Aston","Yes","Yes"
"1.03","7","1.03_L367.avi","50483","1.03_R368.avi","49669","1","25.75733",370.06287,"3.93307","1.52245","2145.52476","10.54451","36.23756","9.64564","-39.47625","390.64009","-2109.29335","Lethrinidae","Gymnocranius","grandoculis","37351005",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.84437","113.51304","12082019","09:43:00","Ningaloo Marine Park",NA,"1","?","Charlotte Aston","Yes","Yes"
"1.03","9","1.03_L367.avi","58462","1.03_R368.avi","57648","1","31.07667",330.96619,"3.29970","1.33249","2831.22709","17.60324","5.80603","2.54495","-849.65212","105.93293","-2698.65084","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.84437","113.51304","12082019","09:43:00","Ningaloo Marine Park",NA,"1","?","Charlotte Aston","Yes","Yes"
"1.03","10","1.03_L367.avi","58522","1.03_R368.avi","57708","1","31.11667",365.24805,"3.45591","6.32612","2397.97280","16.00082","21.91291","9.27001","620.54715","227.69973","-2305.06999","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.84437","113.51304","12082019","09:43:00","Ningaloo Marine Park",NA,"1","?","Charlotte Aston","Yes","Yes"
"1.03","11","1.03_L367.avi","67100","1.03_R368.avi","66286","1","36.83533",348.78358,"8.72835","7.08877","4285.08894","20.07862","17.29668","22.02450","1243.55088","785.96867","-4024.65174","Mullidae","Parupeneus","spilurus","37355015",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.84437","113.51304","12082019","09:43:00","Ningaloo Marine Park",NA,"1","?","Charlotte Aston","Yes","Yes"
"1.03","12","1.03_L367.avi","74297","1.03_R368.avi","73483","1","41.63333",405.91273,"3.59659","1.69038","2563.73996","15.36482","21.13588","0.69700","-382.17944","561.59267","-2472.10743","Carangidae","Carangoides","chrysophrys","37337011",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.84437","113.51304","12082019","09:43:00","Ningaloo Marine Park",NA,"1","?","Charlotte Aston","Yes","Yes"
"1.03","14","1.03_L367.avi","78542","1.03_R368.avi","77728","1","44.46333",348.14867,"3.37039","4.69106","2363.25835","11.04980","24.92263","17.86815","-60.41251","448.90007","-2319.44586","Carangidae","Seriola","dumerili","37337025",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.84437","113.51304","12082019","09:43:00","Ningaloo Marine Park",NA,"1","?","Charlotte Aston","Yes","Yes"
"1.03","15","1.03_L367.avi","78735","1.03_R368.avi","77921","1","44.59200",323.03361,"4.29105","2.70658","2529.45731","19.55918","29.91968","19.17855","-827.72695","178.77282","-2383.49798","Carangidae","Seriola","rivoliana","37337052",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.84437","113.51304","12082019","09:43:00","Ningaloo Marine Park",NA,"1","?","Charlotte Aston","Yes","Yes"
"1.03","16","1.03_L367.avi","78752","1.03_R368.avi","77938","1","44.60333",313.12212,"1.78795","1.42505","2088.37183","16.87602","4.65716","2.39309","-568.46357","210.70802","-1998.43644","Carangidae","Seriola","rivoliana","37337052",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.84437","113.51304","12082019","09:43:00","Ningaloo Marine Park",NA,"1","?","Charlotte Aston","Yes","Yes"
"1.03","20","1.03_L367.avi","80041","1.03_R368.avi","79227","1","45.46267",395.52297,"6.58695","3.14054","5988.04826","13.04836","2.48914","8.68934","-684.09774","1166.08622","-5833.43597","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.84437","113.51304","12082019","09:43:00","Ningaloo Marine Park",NA,"1","?","Charlotte Aston","Yes","Yes"
"1.03","21","1.03_L367.avi","93257","1.03_R368.avi","92443","1","54.27333",315.71629,"2.59592","4.72794","3285.09546","8.49443","1.69081","4.15086","-449.17841","183.59877","-3249.05870","Balistidae","Abalistes","filamentosus","37465089",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.84437","113.51304","12082019","09:43:00","Ningaloo Marine Park",NA,"1","?","Charlotte Aston","Yes","Yes"
"1.04","0","1.04_L375.avi","55733","1.04_R376.avi","55307","1","27.93067",274.45492,"6.36128","1.78887","3029.31809","8.90816","27.57253","4.07172","372.36312","285.29697","-2992.77788","Balistidae","Abalistes","filamentosus","37465089",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.8402743","113.5183981","12082019","09:51:00","Ningaloo Marine Park",NA,"1","?","Charlotte Aston","Yes","Yes"
"1.04","1","1.04_L375.avi","60652","1.04_R376.avi","60226","1","31.21000",531.56468,"3.13552","2.33855","3003.06869","15.19010","5.42000","4.70009","-645.86472","449.47263","-2898.14677","Carangidae","Carangoides","chrysophrys","37337011",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.8402743","113.5183981","12082019","09:51:00","Ningaloo Marine Park",NA,"1","?","Charlotte Aston","Yes","Yes"
"1.04","2","1.04_L375.avi","62983","1.04_R376.avi","62557","1","32.76400",384.75167,"2.39464","1.71747","3150.32337","8.82014","6.81082","11.17919","-84.78045","475.55111","-3113.06934","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.8402743","113.5183981","12082019","09:51:00","Ningaloo Marine Park",NA,"1","?","Charlotte Aston","Yes","Yes"
"1.04","3","1.04_L375.avi","63041","1.04_R376.avi","62615","1","32.80267",412.50797,"3.48963","1.34828","1768.78784","16.59984","52.60124","8.02173","503.34241","44.63373","-1695.07069","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.8402743","113.5183981","12082019","09:51:00","Ningaloo Marine Park",NA,"1","?","Charlotte Aston","Yes","Yes"
"1.04","4","1.04_L375.avi","63054","1.04_R376.avi","62628","1","32.81133",476.57136,"2.12126","0.30578","1491.07931","6.30663","36.53008","4.72097","162.03789","-23.92044","-1482.05568","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.8402743","113.5183981","12082019","09:51:00","Ningaloo Marine Park",NA,"1","?","Charlotte Aston","Yes","Yes"
"1.04","5","1.04_L375.avi","63073","1.04_R376.avi","62647","1","32.82400",438.88164,"0.67995","8.43321","1037.84213","13.70920","14.00877","7.90842","104.49267","222.66299","-1008.27514","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.8402743","113.5183981","12082019","09:51:00","Ningaloo Marine Park",NA,"1","?","Charlotte Aston","Yes","Yes"
"1.04","6","1.04_L375.avi","63108","1.04_R376.avi","62682","1","32.84733",406.97045,"7.63272","0.78972","2619.87331","17.69398","55.51231","1.14128","747.52963","274.29688","-2495.93606","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.8402743","113.5183981","12082019","09:51:00","Ningaloo Marine Park",NA,"1","?","Charlotte Aston","Yes","Yes"
"1.04","7","1.04_L375.avi","63115","1.04_R376.avi","62689","1","32.85200",338.31223,"9.25599","5.07659","4216.75883","17.41486","19.58991","14.70509","-1107.08758","605.86065","-4023.47424","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-22.8402743","113.5183981","12082019","09:51:00","Ningaloo Marine Park",NA,"1","?","Charlotte Aston","Yes","Yes"
