Sample,Latitude,Longitude,Date,Time,Time.out,Site,Location,Status,Depth,Observer,Successful.count,Successful.length,Video.notes,Raw.hdd.number,Con.hdd.number,Habitat.image.saved,Vis.in.metres,Habitat.classification ,Maxn.analyst,Maxn.complete.yyyymmdd,Maxn.checker,Length.analyst,Length.complete.date.yyyymmdd,Notes
PCFB16,-22.7061,113.5545,20210826,13:00,13:05,,Pt Cloates,,79.8,,,,checked all cameras and resynced,RAW1,CON1,,,,,,,,,
PCFB32,-22.7073,113.5572,20210826,13:10,13:15,,Pt Cloates,,81.2,,,,,RAW1,CON1,,,,,,,,,
PCFB30,-22.7115,113.555,20210826,13:21,13:27,,Pt Cloates,,81.3,,,,Showed PCFB15 then changed to PCFB30,RAW1,CON1,,,,,,,,,
PCFB31,-22.7113,113.5533,20210826,13:31,13:37,,Pt Cloates,,82.1,,,,,RAW1,CON1,,,,,,,,,
PCFB15,-22.7101,113.5505,20210826,13:42,13:47,,Pt Cloates,,88,,,,Checked all cameras. Don't think that point was added in ipad,RAW1,CON1,,,,,,,,,
PCFB20,-22.7139,113.5477,20210826,13:52,13:58,,Pt Cloates,,96.4,,,,,RAW1,CON1,,,,,,,,,
PCFB42,-22.7168,113.552,20210826,14:03,14:08,,Pt Cloates,,82,,,,,RAW1,CON1,,,,,,,,,
PCPREF6,-22.7174,113.5525,20210826,14:12,14:18,,Pt Cloates,,81.9,,,,,RAW1,CON1,,,,,,,,,
PCFB4.1,-22.716,113.5564,20210826,14:23,14:29,,Pt Cloates,,77.7,,,,Checked all cameras. Showed PCFB18,RAW1,CON1,,,,,,,,,
PCFB4.2,-22.7163,113.5566,20210826,14:34,14:41,,Pt Cloates,,77.5,,,,PCFB4.2 - accidentally did this point twice,RAW1,CON1,,,,,,,,,
PCFB18,-22.7168,113.5539,20210826,14:45,14:52,,Pt Cloates,,82.3,,,,Checked all cameras and resynced,RAW1,CON1,,,,,,,,,
PCFB6,-22.7227,113.5527,20210826,14:58,15:03,,Pt Cloates,,81.7,,,,,RAW1,CON1,,,,,,,,,
PCFB36,-22.7232,113.5498,20210826,15:07,15:14,,Pt Cloates,,84.4,,,,,RAW1,CON1,,,,,,,,,
PCFB10,-22.7237,113.547,20210826,15:18,15:24,,Pt Cloates,,89.1,,,,,RAW1,CON1,,,,,,,,,
PCFB41,-22.7273,113.5453,20210826,15:29,15:37,,Pt Cloates,,90,,,,Checked all cameras,RAW1,CON1,,,,,,,,,
PCFB3,-22.7291,113.5491,20210826,15:40,15:45,,Pt Cloates,,81.9,,,,,RAW1,CON1,,,,,,,,,
PCFB39,-22.7304,113.5515,20210826,15:51,15:57,,Pt Cloates,,80.7,,,,,RAW1,CON1,,,,,,,,,
PCFBP14,-22.766,113.5392,20210908,09:29,09:36,,Pt Cloates,,83,,,,Fell over after 3 mins,RAW2,TOP ONLY,,,,,,,,,
PCFBP14,-22.766,113.5392,20210908,09:47,09:54,,Pt Cloates,,84,,,,"Repeated. Resynced, edited mark in ipad",RAW2,TOP ONLY,,,,,,,,,
PCFBP13,-22.7634,113.5347,20210908,10:02,10:09,,Pt Cloates,,91,,,,Checked 1 cam after. Re-synced,RAW2,TOP ONLY,,,,,,,,,
PCFB1,-22.7596,113.5395,20210908,10:24,10:32,,Pt Cloates,,83,,,,Added weight and subsurface float. Andy had wrong point (BRUV),RAW2,TOP ONLY,,,,,,,,,
PCFBP14,-22.766,113.5392,20210908,10:41,10:49,,Pt Cloates,,83,,,,Re-do again. Claude not confident,RAW2,TOP ONLY,,,,,,,,,
PCFBP13,-22.7634,113.5347,20210908,10:56,11:05,,Pt Cloates,,92,,,,,RAW2,TOP ONLY,,,,,,,,,
PCFB9,-22.7602,113.5435,20210908,11:14,11:21,,Pt Cloates,,83,,,,Filmed 1 then filmed 9. Should be 9.,RAW2,TOP ONLY,,,,,,,,,
PCFB21,-22.7582,113.5431,20210908,11:30,11:39,,Pt Cloates,,82,,,,,RAW2,TOP ONLY,,,,,,,,,
PCFB1,-22.7596,113.5395,20210908,11:45,11:53,,Pt Cloates,,86,,,,Checked cams afterwards,RAW2,TOP ONLY,,,,,,,,,
PCFBP17,-22.7565,113.5294,20210908,12:01,12:09,,Pt Cloates,,99,,,,,RAW2,TOP ONLY,,,,,,,,,
PCFBP18,-22.7533,113.5301,20210908,12:15,12:24,,Pt Cloates,,98,,,,Changed float.,RAW2,TOP ONLY,,,,,,,,,
PCFB29,-22.7549,113.5424,20210908,12:33,12:42,,Pt Cloates,,82,,,,,RAW2,TOP ONLY,,,,,,,,,
PCFB35,-22.7537,113.5402,20210908,12:47,12:55,,Pt Cloates,,88,,,,,RAW2,TOP ONLY,,,,,,,,,
PCFBP3,-22.7511,113.5386,20210908,13:03,13:11,,Pt Cloates,,90,,,,,RAW2,TOP ONLY,,,,,,,,,
PCFB5,-22.7492,113.5437,20210908,13:16,13:23,,Pt Cloates,,82,,,,Checked cams before + re-synced,RAW2,TOP ONLY,,,,,,,,,
PCFB34,-22.7489,113.543,20210908,13:29,13:36,,Pt Cloates,,86,,,,Checked lights after all ok.,RAW2,TOP ONLY,,,,,,,,,
PCFB8,-22.7461,113.5399,20210908,13:43,13:52,,Pt Cloates,,91,,,,,RAW2,TOP ONLY,,,,,,,,,
PCFB37,-22.7436,113.5427,20210908,13:58,14:06,,Pt Cloates,,87,,,,,RAW2,TOP ONLY,,,,,,,,,
PCFBP2,-22.7434,113.5452,20210908,14:12,14:20,,Pt Cloates,,83,,,,,RAW2,TOP ONLY,,,,,,,,,
PCFB13,-22.7434,113.5484,20210908,14:26,14:33,,Pt Cloates,,80,,,,Checked cams before,RAW2,TOP ONLY,,,,,,,,,
PCFB27,-22.7409,113.5496,20210908,14:41,14:49,,Pt Cloates,,80,,,,,RAW2,TOP ONLY,,,,,,,,,
PCFB45,-22.7402,113.5411,20210908,14:58,15:05,,Pt Cloates,,90,,,,,RAW2,TOP ONLY,,,,,,,,,
PCFBP4,-22.7376,113.5416,20210908,15:11,15:19,,Pt Cloates,,89,,,,,RAW2,TOP ONLY,,,,,,,,,
PCFB11,-22.7358,113.5445,20210908,15:24,15:31,,Pt Cloates,,87,,,,Checked cams + resynced before,RAW2,TOP ONLY,,,,,,,,,
PCFBP5,-22.7344,113.5504,20210908,15:37,15:44,,Pt Cloates,,79,,,,,RAW2,TOP ONLY,,,,,,,,,
PCFB44,-22.7338,113.5493,20210908,15:49,15:56,,Pt Cloates,,81,,,,,RAW2,TOP ONLY,,,,,,,,,
PCFB26,-22.7315,113.5533,20210908,16:01,16:08,,Pt Cloates,,78,,,,,RAW2,TOP ONLY,,,,,,,,,
PCFBP12,-22.7312,113.5446,20210908,16:14,16:21,,Pt Cloates,,88,,,,,RAW2,TOP ONLY,,,,,,,,,
PCFB14,-22.731,113.5441,20210908,16:25,16:32,,Pt Cloates,,89,,,,Checked cams before. think this is duplicate of PCFBPREF12,RAW2,TOP ONLY,,,,,,,,,
PCFB15,-22.71,113.5506,20210908,16:42,16:49,,Pt Cloates,,87,,,,,RAW2,TOP ONLY,,,,,,,,,
PCFB25,-22.6907,113.5595,20210909,10:02,10:08,,Pt Cloates,,80,,,,Flasher BOSS leftover,RAW2,TOP ONLY,,,,,,,,,
